project_type,area_hectares,duration_years,baseline_emissions,expected_emission_reduction,location,emission_factor,carbon_credits_generated
carbon_sequestration,469.87,17,683,221,Meghalaya,1.09,250.7
electric_mobility,25.87,29,1166,282,Uttarakhand,1.97,1646.92
methane_capture,227.61,25,324,744,Dadra and Nagar Haveli and Daman and Diu,1.54,335.72
geothermal_energy,290.09,17,1127,210,Andaman and Nicobar Islands,2,1864
geothermal_energy,129.47,14,1698,1095,Maharashtra,1.89,2405.97
sustainable_agriculture,111.94,18,1369,715,Punjab,2.38,2518.04
reforestation,478.45,9,820,906,Karnataka,1.7,768.4
reforestation,48.16,13,1421,181,Nagaland,0.87,1027.47
methane_capture,397.07,16,791,579,Madhya Pradesh,2.1,1018.5
biochar_production,169.51,10,954,679,Chhattisgarh,1.57,956.13
geothermal_energy,329.92,19,955,415,Arunachal Pradesh,1.73,980.91
solar_power,1.4,16,577,136,Andaman and Nicobar Islands,2.45,891.8
solar_power,46.28,24,594,459,Andhra Pradesh,1.95,826.8
wetland_restoration,163.06,12,758,227,Puducherry,1.49,891.02
electric_mobility,158.41,21,1354,1064,Odisha,1.55,1691.05
methane_capture,232.78,21,1291,181,Assam,1.65,1749
solar_power,220.86,27,1219,784,Bihar,1.36,1361.36
carbon_sequestration,307.04,10,835,473,Bihar,0.6,246
afforestation,370.9,18,1290,488,Goa,2.47,2124.2
carbon_sequestration,323.09,25,923,417,Jharkhand,1.12,918.4
wind_energy,156.51,15,1108,101,Himachal Pradesh,1.73,1124.5
wind_energy,142.48,15,604,758,Karnataka,0.52,185.64
methane_capture,34.27,27,1273,659,Madhya Pradesh,2.43,2026.62
methane_capture,59.19,18,628,364,Arunachal Pradesh,1.56,620.88
electric_mobility,354.62,26,1090,515,Dadra and Nagar Haveli and Daman and Diu,0.61,409.31
wetland_restoration,30.45,22,826,237,Manipur,2.28,1520.76
carbon_sequestration,59.5,10,1255,761,Rajasthan,2.36,2612.52
geothermal_energy,330.79,14,546,218,Nagaland,1.25,392.5
biochar_production,182.39,12,1402,876,Dadra and Nagar Haveli and Daman and Diu,1.79,1729.14
wind_energy,306.75,13,797,154,Sikkim,1.09,659.45
biochar_production,165.54,12,897,713,Chhattisgarh,0.81,511.11
methane_capture,318.83,23,956,265,Meghalaya,2.24,1218.56
solar_power,242.74,13,1618,1374,Uttar Pradesh,1.96,2820.44
sustainable_agriculture,168.18,14,821,903,West Bengal,0.85,307.7
biochar_production,409.73,20,755,83,Andaman and Nicobar Islands,1.4,361.2
reforestation,334.55,5,922,515,Andhra Pradesh,0.65,429.65
reforestation,14.16,24,1357,1271,Maharashtra,1.93,2360.39
carbon_sequestration,204.88,16,1909,1030,Uttar Pradesh,1.07,1529.03
carbon_sequestration,349.17,16,537,286,Assam,1.64,592.04
wind_energy,333.98,27,1217,229,Manipur,0.61,656.97
electric_mobility,110.19,7,481,699,Bihar,1.7,367.2
wetland_restoration,213.49,25,701,1187,Karnataka,2.16,740.88
solar_power,289.48,29,1341,1203,Delhi,1.16,1292.24
carbon_sequestration,142.8,9,527,776,Haryana,0.77,156.31
afforestation,255.84,16,1918,1042,Gujarat,2.01,2852.19
sustainable_agriculture,413.17,17,910,1182,Telangana,1.03,684.95
carbon_sequestration,360.32,21,1401,1387,Uttar Pradesh,1.03,1299.86
wind_energy,318.77,12,1333,1383,Maharashtra,2.45,2981.65
wetland_restoration,129.93,26,1206,864,Jharkhand,0.97,941.87
carbon_sequestration,149.91,27,982,369,Mizoram,1.7,1453.5
solar_power,27.33,22,992,229,Tripura,1.11,769.23
biochar_production,397.57,10,466,402,Rajasthan,1.67,374.08
geothermal_energy,386.95,13,1239,257,Kerala,1.97,2009.4
biochar_production,307.08,7,948,463,Goa,0.67,452.25
reforestation,420.51,23,666,898,Haryana,0.69,230.46
biochar_production,52.26,27,502,969,Haryana,2.34,575.64
wetland_restoration,40.17,21,980,365,Manipur,1.74,1329.36
wind_energy,119.14,13,979,1035,Punjab,0.92,473.8
wetland_restoration,210.43,21,1337,463,Manipur,0.65,772.2
wetland_restoration,379.1,10,869,419,Madhya Pradesh,2.42,1681.9
methane_capture,258.34,20,732,1014,Haryana,2,648
methane_capture,36.72,5,1146,718,Telangana,1.86,1657.26
reforestation,209.3,14,1206,1445,Delhi,1.21,1228.15
electric_mobility,147.86,13,586,209,Nagaland,1.15,548.55
wetland_restoration,196.75,22,759,381,Mizoram,0.64,405.12
wind_energy,213.34,15,1090,532,Bihar,0.54,402.84
sustainable_agriculture,215.35,7,1563,239,Goa,1.22,1403
methane_capture,426.71,6,1346,480,Chhattisgarh,1.69,1673.1
solar_power,266.12,16,1242,900,Odisha,2.33,2628.24
wetland_restoration,369.33,25,1466,414,Arunachal Pradesh,0.8,866.4
carbon_sequestration,339.26,23,455,342,Himachal Pradesh,0.6,151.8
reforestation,210.96,9,1265,1372,Maharashtra,0.93,943.02
green_building,26.37,12,1343,539,Chhattisgarh,2.3,2095.3
sustainable_agriculture,466.1,28,1115,430,Manipur,0.76,610.28
methane_capture,133.37,19,1391,1262,Delhi,1.89,2194.29
methane_capture,423.14,11,710,1016,West Bengal,0.69,228.39
wind_energy,382.38,9,505,163,Manipur,0.54,186.3
methane_capture,365.84,21,1599,1228,Uttar Pradesh,2.08,2868.32
geothermal_energy,332.83,5,1750,1477,Delhi,1.03,1535.73
wind_energy,237.65,28,1386,389,Assam,1.52,1374.08
solar_power,375.47,17,1265,688,Bihar,1.31,1138.39
sustainable_agriculture,70.12,21,840,219,Jammu and Kashmir,1.39,614.38
biochar_production,20.89,29,462,287,Himachal Pradesh,2.13,547.41
wetland_restoration,371.73,9,892,715,West Bengal,1.73,1224.84
electric_mobility,278.83,18,1638,865,Madhya Pradesh,1.07,1272.23
biochar_production,496.02,23,546,481,Jharkhand,1.16,447.76
electric_mobility,197.53,6,762,932,Odisha,1.53,590.58
reforestation,135.04,27,918,216,Meghalaya,0.83,510.45
wetland_restoration,199.09,14,677,477,Arunachal Pradesh,1.8,948.6
geothermal_energy,489.08,28,583,703,Haryana,1.7,484.5
reforestation,48.74,14,1007,288,Meghalaya,1.46,1144.64
methane_capture,82.83,7,726,266,Puducherry,0.79,485.06
carbon_sequestration,29.69,29,1337,229,Ladakh,2.23,1957.94
wetland_restoration,93.1,12,727,327,Kerala,0.71,389.08
sustainable_agriculture,329.61,26,1190,359,Sikkim,2.28,1611.96
green_building,458.35,28,1061,107,Uttarakhand,1.99,1426.83
carbon_sequestration,476.46,11,1310,1230,Tamil Nadu,1.68,1974
reforestation,19.68,25,1609,891,Karnataka,1.24,1392.52
carbon_sequestration,140.61,5,1223,498,Uttarakhand,1.65,1270.5
biochar_production,250.51,13,937,121,Andaman and Nicobar Islands,0.82,546.12
afforestation,45.92,10,1104,150,Andaman and Nicobar Islands,1.83,1495.11
electric_mobility,228.49,21,1351,1418,Tamil Nadu,1.46,1499.42
green_building,213.36,20,756,729,Jharkhand,0.54,256.5
solar_power,146.34,12,759,202,Andaman and Nicobar Islands,2.3,933.8
wetland_restoration,282.14,22,710,1063,Telangana,2.31,723.03
wind_energy,229.05,13,819,140,Ladakh,1.02,584.46
green_building,169.18,12,847,194,Uttarakhand,1.79,1016.72
electric_mobility,346.3,11,937,294,Jammu and Kashmir,1.95,1039.35
electric_mobility,323.61,9,974,692,Dadra and Nagar Haveli and Daman and Diu,0.81,551.61
electric_mobility,203.95,29,517,107,Ladakh,1.5,376.5
biochar_production,477.61,23,1199,1237,Gujarat,1.22,1220
solar_power,98.72,22,844,504,Rajasthan,1.16,750.52
sustainable_agriculture,447.02,24,1343,485,Tripura,0.87,855.21
geothermal_energy,375.37,11,1331,313,Manipur,2.14,1932.42
afforestation,240.78,19,1203,401,Nagaland,2.13,1691.22
green_building,354.52,16,923,154,Chandigarh,0.81,559.71
wind_energy,65.54,20,1457,203,Meghalaya,1.14,1116.06
carbon_sequestration,481.15,27,503,291,Andaman and Nicobar Islands,1.78,678.18
electric_mobility,195.83,7,502,636,Bihar,1.3,522.6
biochar_production,39.89,26,1288,96,Ladakh,1.22,1126.06
methane_capture,169.08,23,1232,208,Arunachal Pradesh,0.75,654.75
sustainable_agriculture,303.1,6,1149,193,Lakshadweep,2.5,2055
afforestation,2.26,7,669,294,Manipur,1.13,525.45
geothermal_energy,245.28,6,1629,1147,Tamil Nadu,1.89,2710.26
electric_mobility,23.87,18,1171,519,Dadra and Nagar Haveli and Daman and Diu,2.13,2023.5
biochar_production,312.56,15,665,103,Uttarakhand,2.27,880.76
sustainable_agriculture,48.46,16,564,311,Himachal Pradesh,1.51,591.92
geothermal_energy,365.31,24,1263,1124,Punjab,1.32,1392.6
electric_mobility,372.95,28,1693,1202,Tamil Nadu,0.94,1379.92
reforestation,162.27,20,1261,409,Nagaland,1.29,1211.31
methane_capture,371.15,23,478,400,Himachal Pradesh,2.37,535.62
reforestation,369.46,16,645,433,Tripura,1.2,490.8
wetland_restoration,232.87,29,741,113,Mizoram,1.83,580.11
afforestation,428.91,29,1177,979,Punjab,0.82,692.08
carbon_sequestration,320.41,29,1361,527,Bihar,0.8,833.6
geothermal_energy,183.42,16,1557,1251,Tamil Nadu,1.1,1546.6
geothermal_energy,334.19,13,1181,1484,Delhi,0.83,864.03
afforestation,262.12,26,724,391,Manipur,0.97,427.77
sustainable_agriculture,408.04,27,685,629,Jharkhand,1.64,454.28
green_building,224.7,5,1418,899,Karnataka,1.42,1313.5
carbon_sequestration,448.03,14,1698,1005,Gujarat,1.57,2351.86
geothermal_energy,141.96,17,903,203,Jammu and Kashmir,2.07,1082.61
geothermal_energy,149.47,8,963,168,Arunachal Pradesh,0.65,369.2
carbon_sequestration,420.79,14,1522,1440,Gujarat,2.16,2896.56
afforestation,234.43,28,1281,1428,Uttar Pradesh,2.31,2427.81
biochar_production,187.61,10,1634,1033,Delhi,1.61,1964.2
sustainable_agriculture,475.94,17,1175,979,Punjab,2.32,1839.76
methane_capture,201.16,19,1471,841,West Bengal,1.7,1955
geothermal_energy,456.31,28,1061,277,Andaman and Nicobar Islands,1.1,995.5
biochar_production,74.44,12,978,199,Himachal Pradesh,1.46,1032.22
wetland_restoration,36.24,20,871,696,Bihar,0.74,307.84
green_building,304.39,26,1135,1177,Telangana,0.88,611.6
electric_mobility,280.92,28,724,725,Haryana,0.63,267.75
green_building,333.56,13,744,429,Uttarakhand,1.37,791.86
wetland_restoration,319.74,25,1200,851,Karnataka,1.87,1909.27
wind_energy,84.53,7,989,75,Lakshadweep,1.1,664.4
green_building,320.21,11,911,743,Rajasthan,0.71,347.9
wind_energy,115.06,17,1253,215,Lakshadweep,1.68,1779.12
biochar_production,280.58,14,1814,1254,Uttar Pradesh,0.79,1109.16
green_building,160.87,14,601,751,Dadra and Nagar Haveli and Daman and Diu,1.41,582.33
methane_capture,253.66,8,1147,1083,Karnataka,2.25,2047.5
methane_capture,472.38,29,1424,388,Arunachal Pradesh,1.86,1943.7
solar_power,200.94,14,554,383,Uttarakhand,2.04,907.8
afforestation,56.15,15,900,191,Meghalaya,2.45,1031.45
wetland_restoration,327.2,29,1415,712,West Bengal,2.17,2245.95
wetland_restoration,197.86,9,1109,983,Karnataka,1.14,706.8
electric_mobility,236.6,5,1476,279,Ladakh,2.02,2421.98
geothermal_energy,264.23,5,882,291,Puducherry,0.99,649.44
wind_energy,42.17,16,1219,271,Himachal Pradesh,2.1,1583.4
solar_power,351.54,28,1315,1199,West Bengal,1.47,1415.61
biochar_production,202.61,24,530,187,Ladakh,1.3,354.9
wetland_restoration,161.67,24,1938,1248,Tamil Nadu,1.5,2244
electric_mobility,32.01,9,1337,443,Sikkim,1.34,1394.94
wetland_restoration,377.31,26,468,452,Meghalaya,2.41,877.24
afforestation,303.44,28,1261,576,Dadra and Nagar Haveli and Daman and Diu,1.69,1471.99
afforestation,477.06,13,1115,781,Dadra and Nagar Haveli and Daman and Diu,1.72,1534.24
geothermal_energy,438.71,11,811,648,Madhya Pradesh,0.68,282.88
geothermal_energy,415.84,5,720,349,Manipur,2.11,1211.14
methane_capture,263.26,22,1122,150,Arunachal Pradesh,2.13,1714.65
wind_energy,85.27,11,778,1192,Odisha,1.28,367.36
reforestation,404.02,26,1436,216,Assam,1,940
sustainable_agriculture,6.61,26,864,120,Ladakh,1.25,653.75
wind_energy,424.36,22,1027,221,Tripura,1.81,1129.44
methane_capture,298.22,28,1462,493,Arunachal Pradesh,2.35,2387.6
biochar_production,394.74,25,962,200,Tripura,0.6,425.4
electric_mobility,92.39,9,1583,438,Goa,1.16,1385.04
green_building,406.74,19,1090,1101,Punjab,0.76,457.52
solar_power,198.48,22,1408,167,Jammu and Kashmir,1.44,1627.2
reforestation,381.12,7,593,1102,Punjab,0.73,149.65
carbon_sequestration,268.47,23,852,786,Odisha,1.1,463.1
afforestation,367,22,1054,852,Dadra and Nagar Haveli and Daman and Diu,1.6,1244.8
wetland_restoration,256.2,11,1014,173,Lakshadweep,1.87,1439.9
methane_capture,478.01,12,619,237,Jammu and Kashmir,2.13,768.93
wind_energy,323.04,16,751,216,Sikkim,0.85,468.35
electric_mobility,323.5,29,638,409,Manipur,1.38,649.98
green_building,376.97,7,1677,1154,Maharashtra,1.44,1892.16
biochar_production,441.39,26,359,278,Meghalaya,1.96,464.52
geothermal_energy,103.14,26,1183,363,Himachal Pradesh,0.7,488.6
geothermal_energy,40.68,13,761,389,Sikkim,0.94,411.72
afforestation,15.53,21,1493,1078,West Bengal,1.64,1782.68
electric_mobility,301.22,9,741,203,Kerala,2.06,671.56
wetland_restoration,242.11,5,803,613,Chhattisgarh,2.24,1480.64
wind_energy,342.16,20,1499,1371,Gujarat,1.94,2147.58
green_building,417.65,25,438,428,Kerala,0.65,154.7
methane_capture,236.74,25,1067,992,Telangana,2.16,1371.6
green_building,384.47,14,975,242,Meghalaya,2.34,1247.22
biochar_production,255.49,5,1589,337,Mizoram,1.72,2050.24
green_building,376.57,15,1203,466,Manipur,1.75,1531.25
carbon_sequestration,495.9,7,1326,487,Andhra Pradesh,1.21,1178.54
carbon_sequestration,256.44,17,1401,611,Dadra and Nagar Haveli and Daman and Diu,2.46,2241.06
geothermal_energy,316.41,14,1386,837,West Bengal,1.03,1210.25
methane_capture,182.93,10,1741,1139,Delhi,1.52,2242
reforestation,457.49,5,957,898,Odisha,0.78,524.94
wind_energy,64.47,13,666,203,Mizoram,1.93,988.16
wind_energy,348.94,23,1576,1367,Maharashtra,0.84,1097.88
green_building,272.47,22,1174,193,Goa,1.61,1672.79
wetland_restoration,198.48,20,1589,62,Puducherry,2.42,2848.34
carbon_sequestration,200.47,15,1416,1019,Odisha,1.06,1200.98
wetland_restoration,475.01,26,1003,497,Uttarakhand,1.81,1147.54
carbon_sequestration,192.31,19,969,810,Madhya Pradesh,1.83,1293.81
sustainable_agriculture,415.28,17,628,431,Bihar,0.63,299.88
biochar_production,249.39,28,542,427,Rajasthan,2.03,525.77
wind_energy,332.74,19,1436,1471,Gujarat,2.24,2284.8
reforestation,234.1,20,1529,1254,Tamil Nadu,2.4,2892
solar_power,31.82,18,717,424,Manipur,2.25,576
afforestation,461.64,8,712,794,Dadra and Nagar Haveli and Daman and Diu,1.98,976.14
sustainable_agriculture,317.5,26,1102,179,Goa,0.93,634.26
sustainable_agriculture,71.44,13,1082,737,Karnataka,2.12,1592.12
methane_capture,425.43,24,508,356,Arunachal Pradesh,2.44,819.84
carbon_sequestration,434.14,13,1581,1138,Maharashtra,1.3,1498.9
geothermal_energy,440.69,9,870,942,Haryana,0.62,440.2
carbon_sequestration,76.5,25,1322,459,Meghalaya,0.83,844.94
reforestation,229.92,24,717,223,Chandigarh,1.31,355.01
wetland_restoration,252.17,22,1163,423,Madhya Pradesh,2.4,2155.2
wind_energy,333.47,12,832,126,Sikkim,1.59,1028.73
geothermal_energy,46.62,17,828,229,Andaman and Nicobar Islands,1.12,432.32
wetland_restoration,171.74,7,1314,1015,Tamil Nadu,2.14,2456.72
solar_power,293.5,19,869,133,Goa,1.46,864.32
geothermal_energy,451.42,19,1424,407,Mizoram,1.01,1021.11
biochar_production,280.28,26,1558,295,Sikkim,0.79,863.47
reforestation,242,21,1162,727,Rajasthan,0.83,873.16
methane_capture,425.93,23,843,54,Andaman and Nicobar Islands,2.24,1041.6
carbon_sequestration,216.76,17,1375,127,Meghalaya,0.7,746.2
methane_capture,485.03,8,1177,432,Rajasthan,1.78,1571.74
sustainable_agriculture,359.98,23,711,579,Bihar,2.49,1501.47
geothermal_energy,491.56,21,1055,689,Chhattisgarh,1.8,1713.6
biochar_production,213.3,25,1807,1209,Tamil Nadu,0.97,1415.23
biochar_production,219.9,10,600,158,Lakshadweep,1.05,437.85
electric_mobility,21.31,11,956,468,Uttarakhand,2.13,1071.39
geothermal_energy,246.33,26,546,64,Jammu and Kashmir,1.68,505.68
methane_capture,422.28,26,521,312,Manipur,2.24,510.72
biochar_production,398.2,5,785,492,Goa,1.1,661.1
reforestation,68.82,19,1317,697,Jharkhand,1.14,1211.82
geothermal_energy,184.4,5,1612,1378,Maharashtra,2.22,2877.12
geothermal_energy,316.99,14,586,509,Rajasthan,1.25,457.5
green_building,77.8,19,1684,1294,Tamil Nadu,0.87,1062.27
afforestation,101.91,22,1248,269,Sikkim,0.99,979.11
carbon_sequestration,209.16,12,650,152,Andaman and Nicobar Islands,1.19,479.57
green_building,41.49,15,970,144,Mizoram,1.53,1078.65
wetland_restoration,498.35,7,516,1018,Karnataka,0.99,235.62
green_building,201.22,16,1345,314,Himachal Pradesh,1.76,1582.24
afforestation,334.31,6,543,555,Chhattisgarh,0.79,182.49
green_building,481.75,21,1353,131,Kerala,0.98,1074.08
wind_energy,328.62,21,1245,760,Andhra Pradesh,0.7,715.4
reforestation,361.71,29,1181,726,Madhya Pradesh,0.95,866.4
methane_capture,305.63,19,1540,1070,Gujarat,2.04,2788.68
wetland_restoration,436.95,18,1080,272,Ladakh,0.57,531.24
wetland_restoration,354.45,16,927,1108,Punjab,0.7,455
reforestation,16.82,9,1164,374,Arunachal Pradesh,1.16,779.52
green_building,399.74,6,983,771,Bihar,1.24,838.24
green_building,190.92,13,1345,206,Chandigarh,1.87,1617.55
electric_mobility,461.16,14,911,393,Mizoram,1.6,1230.4
methane_capture,202.57,26,858,458,Tripura,2.29,909.13
reforestation,335.11,25,374,173,Lakshadweep,0.83,181.77
wind_energy,499.45,6,698,836,Punjab,2.35,526.4
solar_power,105.62,7,676,1151,Telangana,2.16,676.08
carbon_sequestration,108.84,19,915,454,Mizoram,0.95,704.9
geothermal_energy,73.86,27,1613,1004,Punjab,2.03,2433.97
green_building,172.2,22,1116,870,Chhattisgarh,1.56,1517.88
green_building,177.53,8,1177,1120,Gujarat,1.28,1283.84
electric_mobility,317.68,14,1413,1034,Maharashtra,1.43,1723.15
electric_mobility,378.39,24,601,176,Uttarakhand,1.7,538.9
methane_capture,475.24,15,1514,1190,Gujarat,0.86,1185.08
carbon_sequestration,22.98,13,1352,1244,Delhi,1.46,1657.1
green_building,429.54,25,1624,1145,Maharashtra,1.41,1866.84
wetland_restoration,237.69,22,1310,1165,West Bengal,1.87,2133.67
afforestation,388.95,16,1794,1097,Gujarat,0.76,1037.4
green_building,410.18,26,1700,1163,Delhi,1.09,1427.9
wind_energy,479.87,13,1191,179,Puducherry,1.27,1370.33
wind_energy,432.79,20,541,229,Assam,2.31,944.79
afforestation,356.39,25,995,839,Jharkhand,2.22,1760.46
wind_energy,40.4,11,502,438,Jharkhand,2.38,592.62
solar_power,286.04,13,525,918,Karnataka,1.21,503.36
sustainable_agriculture,209.17,27,598,465,Manipur,0.52,148.2
green_building,311.37,8,1391,703,Andhra Pradesh,2.28,2535.36
green_building,490.38,24,1133,369,Uttarakhand,2.38,2011.1
sustainable_agriculture,260.68,11,892,743,Karnataka,2.47,1598.09
afforestation,242.3,23,1174,817,Odisha,0.53,472.23
wind_energy,146.93,10,1390,1403,Gujarat,1.14,1340.64
green_building,69.14,13,709,381,Arunachal Pradesh,1.88,503.84
methane_capture,302.74,10,623,391,Assam,1.43,471.9
sustainable_agriculture,384.23,14,1404,235,Goa,0.79,936.94
reforestation,40.47,20,1372,172,Ladakh,1.62,1816.02
afforestation,2.63,25,719,273,Puducherry,2.06,519.12
sustainable_agriculture,288.39,11,1217,250,Puducherry,2.2,1925
afforestation,62.55,10,1086,843,Telangana,1.91,1780.12
methane_capture,198.95,7,525,508,Dadra and Nagar Haveli and Daman and Diu,0.78,312.78
wetland_restoration,113.15,18,965,178,Tripura,1.36,694.96
green_building,167.72,27,1653,1297,Maharashtra,2.12,2811.12
wind_energy,217.37,17,1495,1096,Tamil Nadu,0.5,581.5
biochar_production,459.51,15,812,285,Lakshadweep,0.66,418.44
geothermal_energy,63.15,15,965,407,Bihar,2.02,1399.86
electric_mobility,338.35,25,572,381,Arunachal Pradesh,2.11,757.49
sustainable_agriculture,274.18,27,1157,155,Puducherry,1.47,976.08
sustainable_agriculture,112.93,16,1143,654,Jharkhand,0.59,419.49
electric_mobility,256.62,20,1185,53,Puducherry,1.14,1081.86
geothermal_energy,108.44,22,1014,104,Himachal Pradesh,1.29,984.27
methane_capture,490.22,29,1099,1095,Karnataka,1.62,1169.64
geothermal_energy,78.04,13,1206,367,Meghalaya,0.98,694.82
sustainable_agriculture,350.69,23,863,250,Kerala,1.36,1021.36
solar_power,421.58,23,1544,1045,Uttar Pradesh,1.18,1251.98
electric_mobility,4.62,12,633,195,Ladakh,2.15,565.45
carbon_sequestration,482.36,13,1359,1438,Delhi,1.88,1945.8
methane_capture,289.77,17,723,204,Jammu and Kashmir,2.28,1365.72
methane_capture,144.32,27,1210,190,Kerala,0.94,894.88
electric_mobility,110.16,16,696,278,Puducherry,1.45,433.55
geothermal_energy,476.49,26,949,630,Madhya Pradesh,1.5,1161
afforestation,478.88,5,837,252,Puducherry,2.24,804.16
wind_energy,241.74,25,1154,942,Punjab,0.68,636.48
sustainable_agriculture,133.45,13,922,140,Jammu and Kashmir,0.62,375.72
electric_mobility,98.32,25,526,191,Kerala,1.09,436
geothermal_energy,382.22,27,556,241,Himachal Pradesh,1.39,446.19
wind_energy,433.29,7,1674,1169,Uttar Pradesh,1.31,1730.51
wetland_restoration,324.54,12,705,1005,Haryana,1.1,449.9
solar_power,99.18,18,1417,1023,Gujarat,1.59,1785.57
reforestation,332.35,18,1118,366,Arunachal Pradesh,1.03,741.6
geothermal_energy,182.39,22,616,834,Madhya Pradesh,2.29,1085.46
wind_energy,407.94,19,1553,1375,Tamil Nadu,0.7,944.3
wetland_restoration,467.12,18,1106,459,Sikkim,1.77,1168.2
green_building,278.03,23,863,432,Jharkhand,1.3,513.5
wind_energy,64.28,21,1278,426,Jharkhand,2.34,2117.7
afforestation,132.26,23,915,879,Rajasthan,1.68,1187.76
afforestation,300.25,6,1465,1054,Maharashtra,1.74,1907.04
carbon_sequestration,55.79,10,1150,854,Haryana,2.06,1419.34
electric_mobility,486.93,24,1336,248,Ladakh,2.07,1954.08
afforestation,130.11,27,1353,180,Chandigarh,1.55,1811.95
geothermal_energy,375.44,24,1045,742,Karnataka,0.63,471.87
biochar_production,421.08,17,714,652,Chhattisgarh,0.82,481.34
afforestation,297.63,10,1125,86,Chandigarh,1.17,1090.44
carbon_sequestration,190.44,7,1430,257,Tripura,1.5,1624.5
electric_mobility,33.88,15,1063,82,Andaman and Nicobar Islands,1.4,1040.2
solar_power,3.51,5,589,1148,Odisha,1.27,287.02
wetland_restoration,258.76,19,712,113,Arunachal Pradesh,1.83,395.28
afforestation,120.66,7,698,296,Jammu and Kashmir,2.44,954.04
solar_power,349.09,19,1274,169,Puducherry,2.45,2418.15
reforestation,251.8,25,640,168,Sikkim,2.01,729.63
biochar_production,176.25,7,1469,1073,Delhi,2.27,2889.71
sustainable_agriculture,270.89,14,1114,515,Madhya Pradesh,2.14,2110.04
biochar_production,96.66,17,1310,839,Haryana,2.13,2061.84
carbon_sequestration,336.51,29,1039,185,Puducherry,0.9,814.5
solar_power,264,25,1138,491,Chhattisgarh,1,711
reforestation,118.88,5,1815,1242,Delhi,2.01,2912.49
methane_capture,414.08,18,1204,1332,Delhi,2.39,2502.33
reforestation,80.76,29,714,125,Ladakh,2,982
wetland_restoration,484.68,13,1283,667,Bihar,0.76,617.88
carbon_sequestration,249.65,28,934,467,Dadra and Nagar Haveli and Daman and Diu,2.3,1768.7
solar_power,369.24,15,481,851,Chhattisgarh,0.53,162.71
biochar_production,447.35,23,1295,253,Goa,1.83,1557.33
solar_power,67.35,19,1275,305,Goa,1.73,1525.86
solar_power,216.25,17,475,418,Sikkim,1.11,296.37
geothermal_energy,127.83,8,868,172,Chandigarh,1.76,892.32
electric_mobility,159.51,13,1550,1106,Tamil Nadu,1.14,1609.68
biochar_production,42.27,17,1427,351,Assam,0.72,750.24
wetland_restoration,359.82,25,1457,1358,Gujarat,0.51,522.75
electric_mobility,426.15,16,377,152,Himachal Pradesh,1.97,429.46
electric_mobility,282.95,8,915,272,Lakshadweep,1.12,770.56
wind_energy,370.4,18,804,109,Tripura,1.42,658.88
wetland_restoration,441.98,28,768,201,Lakshadweep,0.93,302.25
electric_mobility,146.84,24,1012,249,Uttarakhand,2.35,1297.2
geothermal_energy,117.06,20,1241,883,Telangana,1.29,1106.82
solar_power,286.26,11,1107,382,Meghalaya,1.1,815.1
wind_energy,196.58,23,1520,128,Andaman and Nicobar Islands,1.35,1586.25
sustainable_agriculture,454.8,21,789,281,Nagaland,1.18,689.12
wetland_restoration,391.23,29,1702,1467,Tamil Nadu,0.64,945.28
green_building,275.21,20,745,73,Puducherry,1.01,309.06
afforestation,459.47,15,1029,464,Bihar,0.6,370.2
biochar_production,294.2,18,1121,131,Jammu and Kashmir,0.61,604.51
reforestation,76.3,24,1714,1418,Maharashtra,1.05,1356.6
wind_energy,360.34,23,1046,444,Goa,1.87,1505.35
carbon_sequestration,353.81,29,806,419,Arunachal Pradesh,1.01,592.87
biochar_production,454.54,25,446,1115,Haryana,1.14,297.54
reforestation,225.99,24,613,111,Jammu and Kashmir,1.29,354.75
green_building,112.08,21,1294,450,Mizoram,1.04,1036.88
sustainable_agriculture,156.83,10,959,158,Puducherry,1.02,496.74
carbon_sequestration,260.35,23,1215,961,Karnataka,0.73,620.5
sustainable_agriculture,144.81,9,903,770,Telangana,0.53,285.14
reforestation,420.64,22,1546,1365,Gujarat,2.09,2618.77
biochar_production,229.38,15,745,724,Jharkhand,0.86,252.84
biochar_production,95.67,12,1044,553,Chhattisgarh,2.12,1751.12
sustainable_agriculture,472.5,26,705,292,Himachal Pradesh,0.98,435.12
solar_power,45.4,5,1284,136,Meghalaya,0.74,603.1
afforestation,36.8,23,1723,1041,Maharashtra,2.33,3455.39
geothermal_energy,371.7,8,901,372,Manipur,2.01,1485.39
afforestation,411.59,20,1611,845,West Bengal,1.79,2081.77
solar_power,228.89,28,1463,263,Nagaland,0.6,661.2
carbon_sequestration,171.7,18,976,822,Jharkhand,0.77,564.41
wetland_restoration,388.19,26,1347,233,Himachal Pradesh,1.13,1226.05
green_building,188.62,29,834,241,Tripura,0.5,350.5
wetland_restoration,234.89,11,703,1023,Telangana,1.9,596.6
methane_capture,69.74,14,919,382,Kerala,1.07,681.59
carbon_sequestration,414.4,10,1044,167,Tripura,0.7,555.8
methane_capture,58.4,12,708,822,Odisha,1.01,561.56
reforestation,23.06,6,737,410,Jharkhand,0.58,324.8
reforestation,370.32,8,1285,727,Punjab,2.36,1944.64
solar_power,224.98,29,1081,800,Karnataka,0.71,513.33
biochar_production,37.71,8,1320,1187,West Bengal,1.27,1363.98
wind_energy,319.94,8,677,130,Chandigarh,2.47,950.95
green_building,93.59,15,824,295,Ladakh,1.44,895.68
biochar_production,253.26,21,1326,293,Chandigarh,2.37,2841.63
